ecus	avg_ecu_time_s	lower	upper
4	2.326493275773449	4.440892098500626e-16	8.881784197001252e-16
5	2.644293518966811	8.881784197001252e-16	8.881784197001252e-16
6	2.962093762160173	1.3322676295501878e-15	8.881784197001252e-16
7	3.279894005353535	1.7763568394002505e-15	8.881784197001252e-16
8	3.597694248546897	2.220446049250313e-15	8.881784197001252e-16
9	3.9154944917402594	3.1086244689504383e-15	4.440892098500626e-16
10	4.23329473493362	1.7763568394002505e-15	1.7763568394002505e-15
11	4.551094978126982	2.6645352591003757e-15	8.881784197001252e-16
12	4.868895221320342	8.881784197001252e-16	2.6645352591003757e-15
13	5.186695464513703	8.881784197001252e-16	2.6645352591003757e-15
14	5.504495707707066	1.7763568394002505e-15	1.7763568394002505e-15
15	5.822295950900426	8.881784197001252e-16	2.6645352591003757e-15
16	6.14009619409379	2.6645352591003757e-15	8.881784197001252e-16
17	6.457896437287148	-8.881784197001252e-16	4.440892098500626e-15
18	6.775696680480512	1.7763568394002505e-15	1.7763568394002505e-15
19	7.093496923673874	2.6645352591003757e-15	8.881784197001252e-16
20	7.411297166867237	0.0	0.0
21	7.7290974100605965	1.7763568394002505e-15	1.7763568394002505e-15
22	8.046897653253959	1.7763568394002505e-15	1.7763568394002505e-15
23	8.36469789644732	0.0	3.552713678800501e-15
24	8.682498139640686	3.552713678800501e-15	0.0
25	9.000298382834046	1.7763568394002505e-15	1.7763568394002505e-15
26	9.318098626027407	0.0	3.552713678800501e-15
27	9.635898869220773	3.552713678800501e-15	0.0
28	9.953699112414133	1.7763568394002505e-15	1.7763568394002505e-15
29	10.271499355607496	1.7763568394002505e-15	1.7763568394002505e-15
30	10.58929959880086	3.552713678800501e-15	0.0
31	10.907099841994222	3.552713678800501e-15	0.0
32	11.224900085187583	1.7763568394002505e-15	1.7763568394002505e-15
33	11.542700328380946	1.7763568394002505e-15	1.7763568394002505e-15
34	11.860500571574308	1.7763568394002505e-15	1.7763568394002505e-15
35	12.178300814767672	3.552713678800501e-15	0.0
36	12.49610105796103	-1.7763568394002505e-15	5.329070518200751e-15
37	12.813901301154397	3.552713678800501e-15	0.0
38	13.131701544347754	-1.7763568394002505e-15	5.329070518200751e-15
39	13.449501787541122	3.552713678800501e-15	0.0
40	13.767537050734484	3.552713678800501e-15	0.0
41	14.085337293927848	5.329070518200751e-15	-1.7763568394002505e-15
42	14.403160509267673	2.297214646773682e-05	0.00011486073232802596
43	14.720937780314571	3.552713678800501e-15	0.0
44	15.038738023507932	1.7763568394002505e-15	1.7763568394002505e-15
45	15.356538266701293	0.0	3.552713678800501e-15
46	15.674338509894655	0.0	3.552713678800501e-15
47	15.99213875308802	1.7763568394002505e-15	1.7763568394002505e-15
48	16.309938996281375	3.552713678800501e-15	0.0
49	16.62773923947473	0.0	3.552713678800501e-15
50	16.945539482668096	3.552713678800501e-15	0.0
51	17.263339725861456	3.552713678800501e-15	0.0
52	17.581139969054817	3.552713678800501e-15	0.0
53	17.898940212248178	3.552713678800501e-15	0.0
54	18.21674045544154	3.552713678800501e-15	0.0
55	18.5345406986349	3.552713678800501e-15	0.0
56	18.85234094182826	3.552713678800501e-15	0.0
57	19.170163549184682	2.2364163065446974e-05	0.0001118208153094713
58	19.48794142821498	3.552713678800501e-15	0.0
59	19.805741671408338	0.0	3.552713678800501e-15
60	20.1235419146017	0.0	3.552713678800501e-15
61	20.44134215779506	0.0	3.552713678800501e-15
62	20.759142400988424	3.552713678800501e-15	0.0
63	21.076942644181784	3.552713678800501e-15	0.0
64	21.394742887375145	3.552713678800501e-15	0.0
65	21.712543130568505	3.552713678800501e-15	0.0
66	22.030343373761866	3.552713678800501e-15	0.0
67	22.348143616955223	0.0	3.552713678800501e-15
68	22.665943860148587	3.552713678800501e-15	0.0
69	22.983744103341948	3.552713678800501e-15	0.0
70	23.30154434653531	3.552713678800501e-15	0.0
71	23.61934458972867	3.552713678800501e-15	0.0
72	23.93714483292203	3.552713678800501e-15	0.0
73	24.25494507611539	3.552713678800501e-15	0.0
74	24.57274531930875	3.552713678800501e-15	0.0
75	24.890545562502112	3.552713678800501e-15	0.0
76	25.208345805695473	3.552713678800501e-15	0.0
77	25.526146048888833	3.552713678800501e-15	0.0
78	25.843946292082194	3.552713678800501e-15	0.0
79	26.16174653527555	0.0	3.552713678800501e-15
80	26.479546778468915	3.552713678800501e-15	0.0
81	26.797347021662272	0.0	3.552713678800501e-15
82	27.115147264855636	3.552713678800501e-15	0.0
83	27.432947508048994	0.0	0.0
84	27.750747751242358	3.552713678800501e-15	0.0
85	28.068547994435722	7.105427357601002e-15	-3.552713678800501e-15
86	28.38634823762908	3.552713678800501e-15	0.0
87	28.704148480822436	0.0	3.552713678800501e-15
88	29.021948724015797	0.0	3.552713678800501e-15
89	29.339748967209164	3.552713678800501e-15	-3.552713678800501e-15
90	29.65754921040252	3.552713678800501e-15	0.0
91	29.97534945359588	0.0	0.0
92	30.293149696789243	3.552713678800501e-15	0.0
93	30.6109499399826	0.0	3.552713678800501e-15
94	30.928750183175964	3.552713678800501e-15	0.0
95	31.24655042636932	0.0	3.552713678800501e-15
96	31.564350669562685	3.552713678800501e-15	0.0
97	31.882150912756043	0.0	3.552713678800501e-15
98	32.199951155949414	0.0	7.105427357601002e-15
99	32.51775139914278	7.105427357601002e-15	0.0
100	32.83555164233614	7.105427357601002e-15	0.0
