streams	avg_stream_time_s	lower	upper
20	3.0859237141666678	0.6130264691666669	0.21269313583333282
25	3.4172835166666675	0.08666666666666689	0.07133333333333303
30	3.434876981666667	0.07326013166666634	0.04073986833333354
35	4.089777310833334	0.5925996708333328	0.19240032916666738
40	4.399183331666667	0.07000569166666626	0.10471391333333369
45	4.406956569166668	0.13905932416666644	0.08694067583333265
50	5.1873769816666675	0.048760131666666595	0.046239868333333156
55	5.410470446666667	0.10185359666666649	0.050146403333332756
60	5.419632119166668	0.07317408416666638	0.07426512583333267
65	6.115917508333335	0.08002026333333401	0.046260131666666204
70	6.427704109166668	0.05380686416666691	0.053193135833332406
75	6.468177640000001	0.0810000000000004	0.028999999999999915
80	6.5945870938281885	0.09604330223436985	0.42731015117181226
85	7.342079180833335	0.2413407508333334	0.11109845916666572
90	7.4274888771634275	0.0199673691828659	0.020249552836573592
95	7.848623461836966	0.21565491316303653	0.2148345731630359
100	8.31085405239455	0.28001991302726026	0.10088437760545332
105	8.388151170833334	0.06797353083333313	0.0890264691666669
110	8.884296208836025	0.08145105558198829	0.16716182616397646
115	9.3048369081579	0.05165199815789734	0.05318191684210127
120	9.504761925474101	0.01935591083333854	0.019782709166669576
125	9.855406393667467	0.012112010833334352	0.010991359166668602
130	10.266449983675836	0.05590836264833854	0.04856884132416717
135	10.718451610887547	0.013857016666666055	0.01834850333333371
140	11.077271954914245	0.022806617500002346	0.019707277500002007
145	11.431701694774281	0.021638739166668586	0.010701800833331276
150	11.792689402967646	0.017595789166666265	0.023367670833337684
155	12.153081920327681	0.021245313333334792	0.019718146666669156
160	12.69646516268773	0.015327542500001456	0.012161457500004857
165	13.065616385047763	0.00853443666666287	0.006355438333335073
170	13.410782242407798	0.011577135833332974	0.023929489166670592
175	13.794632443934498	0.012475739166664113	0.022020530833339436
180	14.144312291294533	0.005277573333335894	0.007321551666665371
185	14.71662168698792	0.006658850833332508	0.009376399166669103
190	15.088086162681286	0.014508083333334199	0.02227893666666958
195	15.449174753374656	0.010836055833333802	0.01880867416666554
200	15.825882586568026	0.016956395833336302	0.011812999166666671
205	16.196460093094725	0.01462063916666878	0.018595235833334556
210	16.80827409628812	0.023536024166670444	0.02123360083333381
215	17.18626236364815	0.031171818333334045	0.0114420766666683
220	17.560253491841518	0.017494828333337153	0.02080760666667203
225	17.94170626336822	0.01791671166667186	0.011628018333333046
230	18.31513054072825	0.024254600833334194	0.018359294166671702
235	18.947605457254983	0.016978899166666395	0.019438080833332094
240	19.338907925448325	0.00925949916666724	0.012602625833334713
245	19.70898963114169	0.015625961666668076	0.0164445383333387
250	20.09816824933506	0.011644606666664004	0.00819680833333436
255	20.46784715252843	0.03030739166667118	0.018943733333333768
260	21.15650212405516	0.028780225000005544	0.03893192000000312
265	21.53929112724852	0.021105300000005656	0.01962314000000731
270	21.93977176960856	0.021823759166668566	0.023350925833334202
275	22.314032172801927	0.010336754166669238	0.010044975833334746
280	22.695058106828625	0.01666373499999807	0.017932534999999916
285	23.413190259188696	0.030869249166670443	0.016361165833327362
290	23.798258339048726	0.02688881583333469	0.022262309166666938
295	24.190193675575426	0.027819909166669987	0.015569320833339617
300	24.591853026268794	0.030257391666665967	0.027281398333332874
305	24.976702713628825	0.009077940833329023	0.0060469541666705595
310	25.72671362682223	0.033165070833341304	0.01237988916667021
315	26.1377727625156	0.04432700333333628	0.035984266666670095
320	26.5334301265423	0.0198757091666657	0.020212415833334774
325	26.931316606402337	0.030599130833330435	0.029195389166670083
330	27.329955800429044	0.01381116666667026	0.025231583333329866
335	28.090482651122443	0.01890452416666477	0.026910475833336278
340	28.506869320982485	0.01198143083333747	0.0200890691666622
345	28.916799748342516	0.0161527599999971	0.013862010000000424
350	29.314029324869214	0.027904968333327673	0.030409156666678427
355	29.70975423806259	0.01763576333333816	0.019016236666669073
360	30.54905637291219	0.025109405000023344	0.04430921000004773
365	30.96552907193885	0.032402585833008146	0.04165624416627267
370	31.35602843179856	0.02982310250012077	0.04209397750013366
375	31.784894138325317	0.027414565833375093	0.010144899166427024
380	32.19886615985163	0.010290819166776544	0.009674735833506531
385	33.12764255387742	0.032620524999941836	0.02385646499995886
390	33.54887790207088	0.02914446499994483	0.01586500500004462
395	33.93744571526402	0.03622101500005925	0.020677459999937753
400	34.37613773929042	0.036795275833213736	0.04015426416675183
405	34.76947673665038	0.03537989999988156	0.030248254999889923
410	35.73798139650976	0.03537361666669625	0.046632288333249505
415	36.18663957470278	0.03060050166658357	0.04532202333326296
420	36.58527832622946	0.013702914999946358	0.02196167999991161
425	37.023975740256	0.025948385833387988	0.025463059166590085
430	37.45249311678247	0.022614719166597297	0.052798155833279736
435	38.45953088080837	0.04114844499982695	0.02835108999995839
440	38.85969478733502	0.036349838333194384	0.045423701666940985
445	39.30484973386141	0.0187360966664869	0.03771239833316997
450	39.71594538705466	0.020634826666594108	0.02284715833324924
455	40.15924974024795	0.019449636666664105	0.009045128333369234
460	41.19613674094037	0.040353734166764355	0.038584385833402735
465	41.64451312080018	0.014239335833252653	0.016459714166686013
470	42.08326672900076	0.05268173583338154	0.06425303916689984
475	42.52114586780788	0.0432008914385591	0.0197808371923216
480	42.94907701707152	0.03707501249997591	0.04108970750009888
485	44.022670961107444	0.024756598333389945	0.03191603666668641
490	44.470303484304225	0.05657621833332627	0.03315432166659349
495	44.9304071216647	0.029993312500124603	0.05073413250018888
500	45.35981391735806	0.029914210000043795	0.03232444000009593
