streams	avg_stream_time_s	lower	upper
20	2.5628496750000003	0.1052566800000001	0.43874331999999994
25	3.241016341666667	0.11742334666666698	0.0865766533333332
30	3.37347210366023	0.08387910866022974	0.09712089133976987
35	3.394196368333334	0.17306329333333315	0.08493670666666642
40	4.220455612916669	0.04359257791666771	0.02467746208333299
45	4.417529701666667	0.1356666666666655	0.06460337333333488
50	4.450074708333335	0.04394163333333356	0.051518286666666135
55	5.079421401666668	0.5944782066666656	0.14271167333333334
60	5.452831388333334	0.033968353333333035	0.02930168666666777
65	5.353446629166669	0.220043514166667	0.1466864458333328
70	6.164011415000001	0.026148379999999527	0.025121660000000823
75	6.3702547350000005	0.28139169999999947	0.11587834000000097
80	6.4887799625000016	0.016646887500000318	0.009083072500000178
85	6.984671662500001	0.5302685474999995	0.14873145250000075
90	7.3400831416666685	0.2424099866666669	0.11059001333333374
95	7.446437524166668	0.025304449166665854	0.021712125833334817
100	7.961934761666669	0.5498016866666671	0.12873839333333414
105	8.345448121666669	0.03131504666666629	0.059225033333333954
110	8.417006488333335	0.07433333333333358	0.06939662666666635
115	8.665204801666667	0.20153164666666434	0.3771983133333343
120	9.287339821666668	0.061666666666667425	0.03660337333333352
125	9.367365049166667	0.021421854166664644	0.052308105833335006
130	9.445640574304791	0.05589286347605338	0.040032580695211095
135	10.260609861666671	0.09039662666666892	0.060333333333330685
140	10.429366541666669	0.06542334666666605	0.04684669333333247
145	10.435533208333336	0.10659001333333329	0.06668002666666695
150	11.199997390600373	0.05878415560037098	0.06494580439962938
155	11.43237065029927	0.09215741529926724	0.04686723649632896
160	11.478834895000004	0.056351620000000935	0.021378339999998275
165	12.091544576363644	0.4353432931818091	0.12839861863635882
170	12.397623221666668	0.130680026666667	0.09359001333333339
175	12.465430735761522	0.0909474607615195	0.03551245923848079
180	12.938502865087294	0.28752629232542404	0.23471036991270822
185	13.385393261666671	0.12818002666666928	0.10809001333333157
190	13.481306847358212	0.02609361235820984	0.019446467641790477
195	14.02190962039033	0.3219327780483727	0.1125736546096725
200	14.3353810725	0.18329273749999864	0.07827380750000401
205	14.437552157909638	0.061776029181105585	0.06267119709036528
210	14.860323102947987	0.09785159102602137	0.22166523205201472
215	15.303421288352547	0.20387531323727437	0.08880206664745494
220	15.45958494582114	0.03244242751246951	0.04050338917886265
225	15.852995746001335	0.09057230449930387	0.1877225489986234
230	16.284229191666622	0.1660058366666668	0.07712918333333008
235	16.504194359969233	0.006524212083309777	0.00618406791672399
240	16.83373967107484	0.003403520000112792	0.0031887799999381627
245	17.17965433022334	0.009747075955310436	0.022403559044512633
250	17.51163068912793	0.00222873166669757	0.0032569183333457374
255	17.84301684732104	0.0036769666666600642	0.005038353333240764
260	18.255086540897835	0.011723257050977764	0.009271834102115406
265	18.587114640373347	0.0076963133333229905	0.005566006666679613
270	18.92634964689982	0.008366896666643697	0.005941463333307695
275	19.262013785093437	0.003921151667007905	0.0037661683329659468
280	19.60218479328621	0.006003816666627415	0.005709043333261832
285	20.01407580772815	0.008980247916415607	0.010410952083493186
290	20.348946515504938	0.0033572325000683634	0.0034771875000423336
295	20.68650661119807	0.005403715000358744	0.006520855000054837
300	21.014555952724535	0.04781230333371056	0.012605256666780917
305	21.354257679250992	0.058792666667176974	0.01762499333345957
310	21.78718316744306	0.009121571666558026	0.005746288333586591
315	22.12051386896967	0.04992685000046748	0.014653630000118767
320	22.456460832996274	0.053499890834121544	0.02140657416780911
325	22.80973047868937	0.015575293333295548	0.005035246666693638
330	23.149801315215928	0.007694966666633718	0.006348413333316927
335	23.576882645074548	0.009337193333291083	0.011905426666675822
340	23.916998831601035	0.0068914166666971255	0.008414323333351348
345	24.262105108127532	0.007123250000084624	0.009290649999940115
350	24.58553878798723	0.07682090666737906	0.01905651333342462
355	24.943168091180485	0.004826226666700961	0.006225893333400734
360	25.370657547705637	0.06457610000055425	0.02400968000008774
365	25.724463384232166	0.006405553333390657	0.008082966666616898
370	26.051164617425187	0.06780754333391315	0.021157496666816655
375	26.395533647284967	0.07105297000067168	0.017812150000107607
380	26.7524489404782	0.004714379999956719	0.00440395999994081
385	27.195345510336733	0.004615166666688708	0.0033190133332148264
390	27.542781675196526	0.009810338333100077	0.010068191666672277
395	27.891835618389226	0.0029521683330564485	0.003818251667052408
400	28.209403863249136	0.0450504300005079	0.02142081000026863
405	28.576705483109123	0.00659132666660156	0.007244873333313251
410	29.025136927550992	0.012304687916973478	0.010318492083143838
415	29.377265846160586	0.00586060333337457	0.011611576666691548
420	29.699991819353496	0.11222411333437421	0.028900226666916495
425	30.066230709213457	0.008387260000070285	0.009980999999971374
430	30.41045126573985	0.008844713333417076	0.013942466666691189
435	30.87670932559819	0.00985612999996377	0.006051409999937363
440	31.21903174712449	0.005132848333207818	0.006989231666775453
445	31.53693719198401	0.06751647000057304	0.034337010000250245
450	31.8964640385106	0.05624913333394588	0.013934746666823372
455	32.240415988364106	0.11164967999627606	0.032977999998720975
460	32.69451062489944	0.06004965333182355	0.05132844666580638
465	33.008803674768636	0.08828337999784708	0.07984951999852541
470	33.429093867968994	0.004726689999912992	0.008423470000060718
475	33.694626357839795	0.08671715666462632	0.08464576333134488
480	34.112114482705685	0.06813005833094365	0.020620461667398615
485	34.548949170911584	0.12476084333035686	0.06848395666535367
490	34.94992342411231	0.0071891733333302454	0.005648006666589822
495	35.28377813397612	0.07290839999851073	0.027692359999605287
500	35.64116681716954	0.05105753999873741	0.018585619999811342
