byte	HW_CTR_AVG_ENC	HW_CTR_AVG_DEC	HW_ECB_AVG_ENC	HW_ECB_AVG_DEC	HW_CBC_AVG_ENC	HW_CBC_AVG_DEC	SW_CTR_AVG_ENC	SW_CTR_AVG_DEC	SW_ECB_AVG_ENC	SW_ECB_AVG_DEC	SW_CBC_AVG_ENC	SW_CBC_AVG_DEC
639	0.35075	0.353375	0.3246875	0.327125	0.355	0.3644375	3.0840625	3.0855625	3.0173125	3.0833125	3.081375	3.22175
640	0.349625	0.3511875	0.3246875	0.327125	0.351	0.3545	3.0806875	3.0815	3.0173125	3.0833125	3.0761875	3.219125
641	0.3575	0.3594375	0.3298125	0.3331875	0.3615625	0.364	3.15525	3.1560625	3.0919375	3.1575	3.153625	3.2959375
642	0.3593125	0.3595625	0.3298125	0.3331875	0.362875	0.3644375	3.156625	3.156375	3.0919375	3.1575	3.15475	3.2970625
643	0.358875	0.36075	0.3298125	0.3331875	0.3638125	0.365	3.1566875	3.1581875	3.0919375	3.1575	3.155	3.297625
644	0.3575625	0.3586875	0.3298125	0.3331875	0.3620625	0.363625	3.1551875	3.1560625	3.0919375	3.1575	3.153125	3.2956875
645	0.3588125	0.3600625	0.3298125	0.3331875	0.3630625	0.3645625	3.157	3.1571875	3.0919375	3.1575	3.154375	3.297125
646	0.359875	0.360625	0.3298125	0.3331875	0.363875	0.3655625	3.1570625	3.1581875	3.0919375	3.1575	3.155375	3.298375
647	0.3603125	0.362	0.3298125	0.3331875	0.365125	0.36625	3.157875	3.158625	3.0919375	3.1575	3.1559375	3.2989375
648	0.3583125	0.35975	0.3298125	0.3331875	0.36225	0.3638125	3.1560625	3.1565625	3.0919375	3.1575	3.1538125	3.2965625
649	0.3600625	0.3609375	0.3298125	0.3331875	0.3636875	0.366375	3.1571875	3.1586875	3.0919375	3.1575	3.154625	3.2980625
650	0.3601875	0.362375	0.3298125	0.3331875	0.3644375	0.3674375	3.158625	3.15875	3.0919375	3.1575	3.15625	3.299375
651	0.360875	0.3625625	0.3298125	0.3331875	0.365625	0.3676875	3.159	3.1591875	3.0919375	3.1575	3.15675	3.29975
652	0.3590625	0.3611875	0.3298125	0.3331875	0.362875	0.3633125	3.1565625	3.1574375	3.0919375	3.1575	3.15375	3.295625
653	0.36025	0.362	0.3298125	0.3331875	0.363375	0.364875	3.1580625	3.1595	3.0919375	3.1575	3.1553125	3.2966875
654	0.361125	0.3626875	0.3298125	0.3331875	0.3648125	0.365875	3.1591875	3.16	3.0919375	3.1575	3.1564375	3.2981875
655	0.361625	0.3639375	0.3298125	0.3331875	0.3655	0.3668125	3.1595625	3.1606875	3.0919375	3.1575	3.1568125	3.2988125
656	0.354375	0.356	0.3298125	0.3331875	0.356125	0.359625	3.1561875	3.157375	3.0919375	3.1575	3.1514375	3.29675
657	0.3614375	0.363	0.339875	0.3420625	0.3660625	0.3748125	3.231875	3.231	3.165875	3.23275	3.229125	3.3729375
658	0.3621875	0.3644375	0.339875	0.3420625	0.3668125	0.3761875	3.2309375	3.233375	3.165875	3.23275	3.23	3.375125
659	0.3629375	0.3645625	0.339875	0.3420625	0.367125	0.3773125	3.2316875	3.2341875	3.165875	3.23275	3.2308125	3.37575
660	0.3611875	0.3623125	0.339875	0.3420625	0.3653125	0.3745625	3.2314375	3.2306875	3.165875	3.23275	3.2286875	3.372875
661	0.362375	0.36425	0.339875	0.3420625	0.367125	0.3758125	3.2313125	3.2338125	3.165875	3.23275	3.229875	3.374875
662	0.363625	0.3646875	0.339875	0.3420625	0.3680625	0.377375	3.2320625	3.2345	3.165875	3.23275	3.2315	3.376375
663	0.3641875	0.3655625	0.339875	0.3420625	0.3684375	0.3780625	3.2344375	3.2335625	3.165875	3.23275	3.2313125	3.3766875
664	0.3621875	0.3635	0.339875	0.3420625	0.3664375	0.3754375	3.2323125	3.2315625	3.165875	3.23275	3.2291875	3.374375
665	0.36325	0.3653125	0.339875	0.3420625	0.36725	0.377	3.2321875	3.234625	3.165875	3.23275	3.2306875	3.3755625
666	0.365125	0.3656875	0.339875	0.3420625	0.369	0.3781875	3.2329375	3.2354375	3.165875	3.23275	3.231875	3.3770625
667	0.3654375	0.3660625	0.339875	0.3420625	0.36925	0.37925	3.2336875	3.2361875	3.165875	3.23275	3.2320625	3.3775625
668	0.36275	0.3644375	0.339875	0.3420625	0.366625	0.3744375	3.2315625	3.234125	3.165875	3.23275	3.2291875	3.373625
669	0.364125	0.36575	0.339875	0.3420625	0.3675	0.376125	3.233	3.2355625	3.165875	3.23275	3.2305	3.3746875
670	0.365625	0.3665625	0.339875	0.3420625	0.3685	0.37725	3.2341875	3.235625	3.165875	3.23275	3.23175	3.37625
671	0.366	0.3674375	0.339875	0.3420625	0.369375	0.3779375	3.2345625	3.2366875	3.165875	3.23275	3.2323125	3.3765625
672	0.364125	0.366375	0.339875	0.3420625	0.365125	0.369375	3.231125	3.2336875	3.165875	3.23275	3.226875	3.374375
673	0.3721875	0.3736875	0.3448125	0.346875	0.37675	0.378	3.306375	3.3071875	3.24075	3.307625	3.3041875	3.4509375
674	0.3730625	0.3745	0.3448125	0.346875	0.37775	0.379	3.307125	3.3079375	3.24075	3.307625	3.3054375	3.45225
675	0.3734375	0.3758125	0.3448125	0.346875	0.378375	0.380375	3.3078125	3.3086875	3.24075	3.307625	3.3060625	3.4528125
676	0.3723125	0.373625	0.3448125	0.346875	0.3759375	0.377625	3.3063125	3.3068125	3.24075	3.307625	3.3039375	3.451125
677	0.3734375	0.3745625	0.3448125	0.346875	0.3773125	0.3784375	3.3074375	3.3083125	3.24075	3.307625	3.3050625	3.4521875
678	0.3741875	0.376	0.3448125	0.346875	0.37825	0.3804375	3.30825	3.3090625	3.24075	3.307625	3.3069375	3.453625
679	0.374625	0.3765625	0.3448125	0.346875	0.379125	0.38075	3.308625	3.3098125	3.24075	3.307625	3.3071875	3.4546875
680	0.3726875	0.374125	0.3448125	0.346875	0.376875	0.3780625	3.3071875	3.30775	3.24075	3.307625	3.304875	3.45225
681	0.3745625	0.375875	0.3448125	0.346875	0.3785	0.379625	3.3084375	3.3095	3.24075	3.307625	3.3058125	3.453375
682	0.3745625	0.376	0.3448125	0.346875	0.378625	0.381125	3.3090625	3.309875	3.24075	3.307625	3.3070625	3.4544375
683	0.3750625	0.3771875	0.3448125	0.346875	0.3803125	0.382125	3.3101875	3.3106875	3.24075	3.307625	3.307625	3.4549375
684	0.3734375	0.3753125	0.3448125	0.346875	0.3774375	0.3778125	3.30775	3.3085625	3.24075	3.307625	3.3046875	3.4511875
685	0.375125	0.3766875	0.3448125	0.346875	0.3785	0.379	3.30925	3.30975	3.24075	3.307625	3.305875	3.451875
686	0.3751875	0.3770625	0.3448125	0.346875	0.379375	0.379875	3.31	3.3108125	3.24075	3.307625	3.3075625	3.4533125
687	0.3763125	0.3778125	0.3448125	0.346875	0.38025	0.3808125	3.31075	3.3115625	3.24075	3.307625	3.3079375	3.4544375
688	0.369125	0.3714375	0.3448125	0.346875	0.37025	0.374375	3.3073125	3.3081875	3.24075	3.307625	3.30225	3.4518125
689	0.376	0.3771875	0.354	0.3561875	0.3805625	0.389375	3.3819375	3.38275	3.3150625	3.382125	3.38	3.52825
690	0.3770625	0.378875	0.354	0.3561875	0.3816875	0.390875	3.3826875	3.3835625	3.3150625	3.382125	3.3811875	3.5305
691	0.3774375	0.3795	0.354	0.3561875	0.381875	0.3919375	3.3835	3.3843125	3.3150625	3.382125	3.3819375	3.53025
692	0.37625	0.37775	0.354	0.3561875	0.380375	0.389625	3.3815	3.382375	3.3150625	3.382125	3.38025	3.528875
693	0.3769375	0.3781875	0.354	0.3561875	0.3814375	0.3905625	3.3830625	3.383875	3.3150625	3.382125	3.3806875	3.5296875
694	0.378	0.3794375	0.354	0.3561875	0.382625	0.3923125	3.3838125	3.384375	3.3150625	3.382125	3.382125	3.5309375
695	0.3784375	0.379625	0.354	0.3561875	0.3831875	0.392875	3.3845625	3.3854375	3.3150625	3.382125	3.3825	3.5318125
696	0.3761875	0.378	0.354	0.3561875	0.3809375	0.39025	3.3825	3.3833125	3.3150625	3.382125	3.3806875	3.5291875
697	0.3780625	0.379625	0.354	0.3561875	0.38175	0.391375	3.383625	3.38475	3.3150625	3.382125	3.381625	3.5306875
698	0.3789375	0.3800625	0.354	0.3561875	0.383125	0.392625	3.3846875	3.3851875	3.3150625	3.382125	3.3829375	3.5316875
699	0.3796875	0.3815	0.354	0.3561875	0.3840625	0.393375	3.3854375	3.38625	3.3150625	3.382125	3.383125	3.533
700	0.3773125	0.3785625	0.354	0.3561875	0.380875	0.389625	3.383375	3.3841875	3.3150625	3.382125	3.3805	3.5288125
701	0.379	0.3811875	0.354	0.3561875	0.38225	0.390875	3.384875	3.3856875	3.3150625	3.382125	3.38125	3.53025
702	0.3800625	0.3813125	0.354	0.3561875	0.3835	0.39175	3.3855625	3.386375	3.3150625	3.382125	3.383125	3.531625
703	0.3805	0.38175	0.354	0.3561875	0.3833125	0.3925625	3.3863125	3.3871875	3.3150625	3.382125	3.3833125	3.531875
704	0.3785625	0.380375	0.354	0.3561875	0.379875	0.3831875	3.3825625	3.3834375	3.3150625	3.382125	3.37825	3.5294375
705	0.3866875	0.387875	0.359	0.3615	0.3911875	0.3925625	3.458875	3.45675	3.39	3.4565625	3.4555625	3.6061875
706	0.387625	0.3895625	0.359	0.3615	0.3926875	0.3931875	3.4589375	3.458375	3.39	3.4565625	3.4569375	3.608125
707	0.3880625	0.39075	0.359	0.3615	0.393	0.3939375	3.4586875	3.459875	3.39	3.4565625	3.4578125	3.6084375
708	0.3861875	0.3880625	0.359	0.3615	0.390625	0.3923125	3.4565	3.4586875	3.39	3.4565625	3.4554375	3.606
709	0.3875	0.3893125	0.359	0.3615	0.392125	0.39325	3.457	3.4608125	3.39	3.4565625	3.4565625	3.6074375
710	0.38825	0.3905625	0.359	0.3615	0.393375	0.3945625	3.45775	3.461625	3.39	3.4565625	3.4576875	3.608625
711	0.3895625	0.39075	0.359	0.3615	0.3935625	0.3954375	3.4585	3.462375	3.39	3.4565625	3.458375	3.6091875
712	0.38775	0.388375	0.359	0.3615	0.3921875	0.3926875	3.456375	3.46025	3.39	3.4565625	3.4563125	3.607125
713	0.3885625	0.3906875	0.359	0.3615	0.39325	0.39425	3.45825	3.461375	3.39	3.4565625	3.4568125	3.608875
714	0.3890625	0.391375	0.359	0.3615	0.3944375	0.3955625	3.459	3.462125	3.39	3.4565625	3.457875	3.6100625
715	0.3901875	0.391875	0.359	0.3615	0.3949375	0.3965625	3.459375	3.4631875	3.39	3.4565625	3.45875	3.61
716	0.38825	0.3895	0.359	0.3615	0.391125	0.3924375	3.4571875	3.4615	3.39	3.4565625	3.456125	3.6060625
717	0.39	0.3908125	0.359	0.3615	0.39275	0.393875	3.45875	3.462875	3.39	3.4565625	3.457375	3.6073125
718	0.390625	0.39125	0.359	0.3615	0.39375	0.395625	3.4595	3.4633125	3.39	3.4565625	3.4588125	3.6086875
719	0.3904375	0.392375	0.359	0.3615	0.3949375	0.395875	3.4611875	3.4633125	3.39	3.4565625	3.459375	3.6094375
720	0.383625	0.38525	0.359	0.3615	0.384625	0.389125	3.4585	3.459	3.39	3.4565625	3.453375	3.60725
721	0.390125	0.392625	0.3685625	0.3706875	0.3949375	0.404125	3.533375	3.5338125	3.4645625	3.5315	3.530125	3.684375
722	0.3915	0.3936875	0.3685625	0.3706875	0.39625	0.40475	3.53375	3.534875	3.4645625	3.5315	3.531375	3.68525
723	0.39225	0.3936875	0.3685625	0.3706875	0.3965	0.406	3.5345625	3.5356875	3.4645625	3.5315	3.5325	3.68525
724	0.3905	0.3915	0.3685625	0.3706875	0.395125	0.4036875	3.532625	3.533875	3.4645625	3.5315	3.530875	3.68325
725	0.39175	0.39325	0.3685625	0.3706875	0.3960625	0.405	3.5341875	3.5353125	3.4645625	3.5315	3.5325625	3.684375
726	0.3924375	0.3936875	0.3685625	0.3706875	0.3971875	0.406625	3.5349375	3.5360625	3.4645625	3.5315	3.534125	3.68575
727	0.392875	0.394125	0.3685625	0.3706875	0.397625	0.40775	3.535625	3.5364375	3.4645625	3.5315	3.53375	3.687375
728	0.3909375	0.3921875	0.3685625	0.3706875	0.3955625	0.4044375	3.533875	3.5344375	3.4645625	3.5315	3.5305	3.6854375
729	0.3926875	0.3938125	0.3685625	0.3706875	0.3965625	0.40625	3.5350625	3.535875	3.4645625	3.5315	3.531375	3.686125
730	0.3930625	0.39475	0.3685625	0.3706875	0.3973125	0.4074375	3.5358125	3.5369375	3.4645625	3.5315	3.5336875	3.6864375
731	0.3939375	0.3955625	0.3685625	0.3706875	0.3980625	0.407875	3.5365	3.5376875	3.4645625	3.5315	3.5351875	3.6874375
732	0.392125	0.3934375	0.3685625	0.3706875	0.3954375	0.40375	3.5344375	3.535375	3.4645625	3.5315	3.5314375	3.684125
733	0.393875	0.395	0.3685625	0.3706875	0.3966875	0.4051875	3.5361875	3.53675	3.4645625	3.5315	3.5315	3.685875
734	0.3939375	0.3963125	0.3685625	0.3706875	0.3976875	0.4069375	3.5363125	3.5374375	3.4645625	3.5315	3.533875	3.6855
735	0.3953125	0.39625	0.3685625	0.3706875	0.399125	0.4069375	3.5374375	3.5385	3.4645625	3.5315	3.536	3.686125
736	0.393625	0.3950625	0.3685625	0.3706875	0.3949375	0.3976875	3.5340625	3.534875	3.4645625	3.5315	3.529875	3.6843125
737	0.401	0.403	0.37375	0.376	0.405375	0.406875	3.6091875	3.609	3.53875	3.6064375	3.6065	3.7615
738	0.40175	0.4035	0.37375	0.376	0.4068125	0.407625	3.609625	3.610125	3.53875	3.6064375	3.6075625	3.762875
739	0.4031875	0.403875	0.37375	0.376	0.4070625	0.4089375	3.610375	3.6105625	3.53875	3.6064375	3.6080625	3.7631875
740	0.40125	0.40225	0.37375	0.376	0.404875	0.406625	3.6088125	3.608375	3.53875	3.6064375	3.6060625	3.7615625
741	0.4026875	0.4035625	0.37375	0.376	0.4063125	0.4083125	3.61	3.6101875	3.53875	3.6064375	3.6074375	3.7626875
742	0.403625	0.405	0.37375	0.376	0.407375	0.4090625	3.60975	3.611875	3.53875	3.6064375	3.608125	3.76375
743	0.40375	0.4054375	0.37375	0.376	0.4085625	0.40975	3.6115	3.6113125	3.53875	3.6064375	3.6093125	3.76425
744	0.4014375	0.403125	0.37375	0.376	0.406125	0.407375	3.60875	3.61025	3.53875	3.6064375	3.606625	3.7623125
745	0.403375	0.4048125	0.37375	0.376	0.4071875	0.4093125	3.61025	3.61175	3.53875	3.6064375	3.6079375	3.7635
746	0.403625	0.4063125	0.37375	0.376	0.408375	0.4104375	3.611625	3.611875	3.53875	3.6064375	3.609625	3.765
747	0.404125	0.405625	0.37375	0.376	0.4093125	0.411125	3.6124375	3.612875	3.53875	3.6064375	3.6096875	3.765375
748	0.403125	0.4045	0.37375	0.376	0.406	0.4069375	3.6099375	3.61075	3.53875	3.6064375	3.6069375	3.760875
749	0.4034375	0.4053125	0.37375	0.376	0.407125	0.4085	3.611375	3.61225	3.53875	3.6064375	3.6085625	3.762875
750	0.404875	0.406625	0.37375	0.376	0.4080625	0.409125	3.6125	3.6126875	3.53875	3.6064375	3.6088125	3.764
751	0.405125	0.407	0.37375	0.376	0.4090625	0.410625	3.6135625	3.6134375	3.53875	3.6064375	3.6100625	3.7646875
752	0.39775	0.400125	0.37375	0.376	0.399625	0.403375	3.6095625	3.6103125	3.53875	3.6064375	3.604625	3.762375
753	0.404625	0.4069375	0.383	0.3853125	0.40925	0.419	3.684	3.6848125	3.612375	3.6808125	3.6818125	3.8395625
754	0.4053125	0.407375	0.383	0.3853125	0.4103125	0.4195	3.6844375	3.685875	3.612375	3.6808125	3.68275	3.8403125
755	0.4064375	0.408875	0.383	0.3853125	0.4113125	0.4199375	3.6855625	3.686375	3.612375	3.6808125	3.6839375	3.841
756	0.4046875	0.4058125	0.383	0.3853125	0.409375	0.4180625	3.683625	3.6841875	3.612375	3.6808125	3.6810625	3.838875
757	0.406	0.40775	0.383	0.3853125	0.41025	0.4199375	3.6848125	3.6863125	3.612375	3.6808125	3.6826875	3.840375
758	0.4070625	0.4083125	0.383	0.3853125	0.4114375	0.42125	3.685875	3.686375	3.612375	3.6808125	3.6835625	3.841875
759	0.40775	0.40925	0.383	0.3853125	0.4123125	0.4216875	3.686625	3.6871875	3.612375	3.6808125	3.6848125	3.842625
760	0.405625	0.407	0.383	0.3853125	0.4099375	0.419375	3.6844375	3.685	3.612375	3.6808125	3.682	3.8393125
761	0.407375	0.4083125	0.383	0.3853125	0.4114375	0.4205	3.6859375	3.6871875	3.612375	3.6808125	3.6833125	3.8416875
762	0.4078125	0.40975	0.383	0.3853125	0.4120625	0.42225	3.6866875	3.6875625	3.612375	3.6808125	3.68475	3.8425625
763	0.40825	0.4104375	0.383	0.3853125	0.412875	0.4220625	3.6875625	3.6883125	3.612375	3.6808125	3.68525	3.8430625
764	0.4065	0.4080625	0.383	0.3853125	0.4105625	0.418	3.685	3.6865625	3.612375	3.6808125	3.683	3.83875
765	0.407375	0.409375	0.383	0.3853125	0.4116875	0.4196875	3.6865625	3.6879375	3.612375	3.6808125	3.683625	3.8401875
766	0.408625	0.4099375	0.383	0.3853125	0.4120625	0.4216875	3.687625	3.688375	3.612375	3.6808125	3.684625	3.84175
767	0.4098125	0.4114375	0.383	0.3853125	0.413	0.421875	3.68875	3.688875	3.612375	3.6808125	3.6856875	3.842125
768	0.4078125	0.4095	0.383	0.3853125	0.40875	0.4131875	3.6846875	3.68575	3.612375	3.6808125	3.6798125	3.8398125
769	0.4155625	0.4175	0.3879375	0.3905	0.4196875	0.4216875	3.759125	3.7605625	3.68825	3.7558125	3.7570625	3.916125
770	0.4166875	0.418	0.3879375	0.3905	0.4210625	0.4225625	3.7605625	3.7614375	3.68825	3.7558125	3.7586875	3.9178125
771	0.4184375	0.4183125	0.3879375	0.3905	0.4213125	0.4236875	3.76125	3.7618125	3.68825	3.7558125	3.759375	3.9186875
772	0.415	0.41775	0.3879375	0.3905	0.4200625	0.4208125	3.7590625	3.76025	3.68825	3.7558125	3.756625	3.916375
773	0.4174375	0.418125	0.3879375	0.3905	0.4210625	0.4223125	3.7605625	3.76175	3.68825	3.7558125	3.7584375	3.9175
774	0.417625	0.4195	0.3879375	0.3905	0.4219375	0.4235625	3.7616875	3.762125	3.68825	3.7558125	3.7596875	3.9189375
775	0.4185625	0.4199375	0.3879375	0.3905	0.42275	0.4243125	3.76175	3.7635625	3.68825	3.7558125	3.7604375	3.9195625
776	0.4168125	0.418	0.3879375	0.3905	0.4205	0.422	3.7603125	3.7610625	3.68825	3.7558125	3.7576875	3.9175625
777	0.418375	0.419875	0.3879375	0.3905	0.42175	0.423625	3.76175	3.762625	3.68825	3.7558125	3.7590625	3.9185625
778	0.418	0.42025	0.3879375	0.3905	0.42275	0.4246875	3.7625625	3.7626875	3.68825	3.7558125	3.7601875	3.9204375
779	0.418875	0.4208125	0.3879375	0.3905	0.4234375	0.4261875	3.7629375	3.764125	3.68825	3.7558125	3.7603125	3.9208125
780	0.4179375	0.419	0.3879375	0.3905	0.420875	0.4210625	3.7608125	3.7620625	3.68825	3.7558125	3.75775	3.916625
781	0.418625	0.4199375	0.3879375	0.3905	0.422	0.4223125	3.762625	3.7634375	3.68825	3.7558125	3.7594375	3.9175
782	0.419375	0.4205625	0.3879375	0.3905	0.42275	0.42375	3.7630625	3.7645625	3.68825	3.7558125	3.7604375	3.919625
783	0.4201875	0.4213125	0.3879375	0.3905	0.423625	0.4244375	3.764125	3.7645625	3.68825	3.7558125	3.7613125	3.92
784	0.413	0.4144375	0.3879375	0.3905	0.4135	0.4176875	3.76075	3.7613125	3.68825	3.7558125	3.755375	3.917125
785	0.4195625	0.421375	0.3976875	0.3996875	0.4238125	0.4333125	3.8351875	3.8356875	3.7625625	3.8306875	3.832875	3.9944375
786	0.4205	0.4220625	0.3976875	0.3996875	0.425375	0.434	3.8355625	3.8364375	3.7625625	3.8306875	3.8338125	3.9956875
787	0.4209375	0.422875	0.3976875	0.3996875	0.4255	0.43525	3.836625	3.837125	3.7625625	3.8306875	3.8344375	3.9959375
788	0.419125	0.4208125	0.3976875	0.3996875	0.423625	0.432625	3.8345	3.8353125	3.7625625	3.8306875	3.83225	3.9943125
789	0.4203125	0.4225	0.3976875	0.3996875	0.425	0.4348125	3.8359375	3.8368125	3.7625625	3.8306875	3.8336875	3.9955
790	0.4218125	0.4231875	0.3976875	0.3996875	0.426375	0.4356875	3.83675	3.837875	3.7625625	3.8306875	3.835125	3.9973125
791	0.422375	0.4235	0.3976875	0.3996875	0.4268125	0.436375	3.8374375	3.8386875	3.7625625	3.8306875	3.8358125	3.9976875
792	0.41975	0.422125	0.3976875	0.3996875	0.4245625	0.4334375	3.8356875	3.8365625	3.7625625	3.8306875	3.8330625	3.9951875
793	0.4215625	0.423125	0.3976875	0.3996875	0.42525	0.43475	3.8371875	3.8376875	3.7625625	3.8306875	3.8345	3.9965625
794	0.4220625	0.42375	0.3976875	0.3996875	0.4265	0.4361875	3.8379375	3.8384375	3.7625625	3.8306875	3.83575	3.99775
795	0.4230625	0.424625	0.3976875	0.3996875	0.4273125	0.437	3.8386875	3.839125	3.7625625	3.8306875	3.83575	3.9984375
796	0.421125	0.422875	0.3976875	0.3996875	0.4244375	0.4330625	3.8365	3.8370625	3.7625625	3.8306875	3.833	3.9943125
797	0.42225	0.424	0.3976875	0.3996875	0.426125	0.4346875	3.8380625	3.8385	3.7625625	3.8306875	3.8344375	3.99575
798	0.4235625	0.4248125	0.3976875	0.3996875	0.427	0.435625	3.8388125	3.8393125	3.7625625	3.8306875	3.8353125	3.9968125
799	0.42375	0.425875	0.3976875	0.3996875	0.4280625	0.4365625	3.83925	3.83975	3.7625625	3.8306875	3.8368125	3.997375
800	0.4224375	0.4243125	0.3976875	0.3996875	0.42425	0.427	3.836125	3.837	3.7625625	3.8306875	3.830625	3.99525
801	0.4301875	0.432125	0.4023125	0.4051875	0.4344375	0.4358125	3.9098125	3.911375	3.8366875	3.9055	3.9080625	4.07225
802	0.431125	0.4330625	0.4023125	0.4051875	0.435875	0.437375	3.9105625	3.912125	3.8366875	3.9055	3.909	4.0735625
803	0.432625	0.4334375	0.4023125	0.4051875	0.4361875	0.438375	3.911375	3.9124375	3.8366875	3.9055	3.909875	4.0741875
804	0.4298125	0.4311875	0.4023125	0.4051875	0.4341875	0.4356875	3.910125	3.9103125	3.8366875	3.9055	3.9079375	4.071625
805	0.4314375	0.4329375	0.4023125	0.4051875	0.4354375	0.4369375	3.9116875	3.9118125	3.8366875	3.9055	3.9089375	4.07325
806	0.4326875	0.4343125	0.4023125	0.4051875	0.4364375	0.437875	3.912	3.91325	3.8366875	3.9055	3.910125	4.074625
807	0.433	0.4344375	0.4023125	0.4051875	0.4371875	0.4391875	3.91275	3.914	3.8366875	3.9055	3.9106875	4.075375
808	0.43125	0.432125	0.4023125	0.4051875	0.435125	0.4364375	3.910625	3.9119375	3.8366875	3.9055	3.9083125	4.0728125
809	0.433125	0.433625	0.4023125	0.4051875	0.4364375	0.438	3.9125	3.913	3.8366875	3.9055	3.9091875	4.0746875
810	0.4328125	0.4339375	0.4023125	0.4051875	0.4370625	0.4390625	3.9129375	3.91375	3.8366875	3.9055	3.910875	4.0754375
811	0.433125	0.435125	0.4023125	0.4051875	0.438125	0.4399375	3.913375	3.9144375	3.8366875	3.9055	3.9116875	4.07575
812	0.4324375	0.4336875	0.4023125	0.4051875	0.4353125	0.43525	3.911875	3.912125	3.8366875	3.9055	3.9085	4.0720625
813	0.43275	0.434625	0.4023125	0.4051875	0.4364375	0.4366875	3.913375	3.9139375	3.8366875	3.9055	3.9099375	4.0731875
814	0.4335	0.4354375	0.4023125	0.4051875	0.4375625	0.4385625	3.913875	3.9149375	3.8366875	3.9055	3.910625	4.075125
815	0.43425	0.436125	0.4023125	0.4051875	0.437875	0.43925	3.9145625	3.915375	3.8366875	3.9055	3.912	4.0751875
816	0.427	0.4294375	0.4023125	0.4051875	0.4285625	0.432	3.910875	3.9119375	3.8366875	3.9055	3.906125	4.0725625
817	0.434	0.435875	0.4120625	0.4145	0.43825	0.4479375	3.9860625	3.9869375	3.9113125	3.9803125	3.9834375	4.1498125
818	0.435375	0.436	0.4120625	0.4145	0.439625	0.44925	3.98675	3.9876875	3.9113125	3.9803125	3.9849375	4.151125
819	0.4355625	0.4371875	0.4120625	0.4145	0.440375	0.4495625	3.9875625	3.9884375	3.9113125	3.9803125	3.985125	4.151625
820	0.433375	0.4351875	0.4120625	0.4145	0.438375	0.4470625	3.98575	3.9865	3.9113125	3.9803125	3.9833125	4.149
821	0.435125	0.4365625	0.4120625	0.4145	0.438875	0.44925	3.9871875	3.9880625	3.9113125	3.9803125	3.984375	4.15075
822	0.4358125	0.4375	0.4120625	0.4145	0.4406875	0.4499375	3.988	3.9888125	3.9113125	3.9803125	3.9851875	4.1523125
823	0.4366875	0.4381875	0.4120625	0.4145	0.4411875	0.450375	3.988625	3.9895	3.9113125	3.9803125	3.986375	4.152125
824	0.43475	0.4363125	0.4120625	0.4145	0.438625	0.448875	3.986625	3.9875	3.9113125	3.9803125	3.984125	4.150125
825	0.4363125	0.43775	0.4120625	0.4145	0.4399375	0.4498125	3.9880625	3.988875	3.9113125	3.9803125	3.9844375	4.1516875
826	0.4375	0.438375	0.4120625	0.4145	0.441375	0.451	3.9888125	3.9896875	3.9113125	3.9803125	3.9864375	4.1524375
827	0.4375625	0.43925	0.4120625	0.4145	0.4416875	0.4521875	3.9895625	3.9904375	3.9113125	3.9803125	3.987125	4.1531875
828	0.4363125	0.4371875	0.4120625	0.4145	0.43925	0.4476875	3.9875	3.988375	3.9113125	3.9803125	3.98375	4.150125
829	0.4369375	0.4385625	0.4120625	0.4145	0.4401875	0.4484375	3.9889375	3.98975	3.9113125	3.9803125	3.985375	4.1501875
830	0.4373125	0.4395	0.4120625	0.4145	0.4414375	0.450375	3.9896875	3.9905	3.9113125	3.9803125	3.986625	4.152375
831	0.4385	0.440125	0.4120625	0.4145	0.441375	0.4511875	3.9905	3.9913125	3.9113125	3.9803125	3.987375	4.152625
832	0.436875	0.4385	0.4120625	0.4145	0.4383125	0.4413125	3.9870625	3.987875	3.9113125	3.9803125	3.9816875	4.1496875
833	0.4449375	0.4468125	0.4165625	0.4195	0.44925	0.450375	4.0614375	4.0626875	3.9859375	4.055125	4.058625	4.22725
834	0.4458125	0.4470625	0.4165625	0.4195	0.450625	0.4515	4.06225	4.0634375	3.9859375	4.055125	4.060125	4.228625
835	0.4473125	0.4483125	0.4165625	0.4195	0.4515625	0.452	4.0633125	4.0638125	3.9859375	4.055125	4.0608125	4.22875
836	0.4441875	0.446125	0.4165625	0.4195	0.4486875	0.4503125	4.0615	4.0623125	3.9859375	4.055125	4.0588125	4.2268125
837	0.446625	0.4470625	0.4165625	0.4195	0.450375	0.4514375	4.0629375	4.0638125	3.9859375	4.055125	4.06	4.228125
838	0.446875	0.449125	0.4165625	0.4195	0.45075	0.4529375	4.0636875	4.0641875	3.9859375	4.055125	4.061125	4.229375
839	0.447	0.4495	0.4165625	0.4195	0.4510625	0.454	4.0648125	4.065	3.9859375	4.055125	4.0618125	4.2299375
840	0.445625	0.446375	0.4165625	0.4195	0.449875	0.4506875	4.0623125	4.062875	3.9859375	4.055125	4.0595625	4.2279375
841	0.446875	0.4493125	0.4165625	0.4195	0.4505	0.452625	4.063875	4.0643125	3.9859375	4.055125	4.0605625	4.2290625
842	0.447125	0.4495625	0.4165625	0.4195	0.4514375	0.4541875	4.064625	4.0650625	3.9859375	4.055125	4.061375	4.230375
843	0.44875	0.4490625	0.4165625	0.4195	0.453	0.454125	4.0650625	4.0665	3.9859375	4.055125	4.0623125	4.231125
