byte	HW_CTR_AVG_ENC	HW_CTR_AVG_DEC	HW_ECB_AVG_ENC	HW_ECB_AVG_DEC	HW_CBC_AVG_ENC	HW_CBC_AVG_DEC	SW_CTR_AVG_ENC	SW_CTR_AVG_DEC	SW_ECB_AVG_ENC	SW_ECB_AVG_DEC	SW_CBC_AVG_ENC	SW_CBC_AVG_DEC
436	0.2596875	0.261125	0.237625	0.2408125	0.264375	0.2734375	2.1734375	2.1739375	2.1230625	2.18525	2.1720625	2.285875
437	0.260875	0.263125	0.237625	0.2408125	0.2655	0.2748125	2.1749375	2.1758125	2.1230625	2.18525	2.173375	2.287625
438	0.2616875	0.2628125	0.237625	0.2408125	0.266375	0.275875	2.17575	2.1765625	2.1230625	2.18525	2.1741875	2.2890625
439	0.262375	0.263875	0.237625	0.2408125	0.2665625	0.2768125	2.1764375	2.1769375	2.1230625	2.18525	2.1750625	2.2889375
440	0.2604375	0.2624375	0.237625	0.2408125	0.264625	0.274125	2.174375	2.174875	2.1230625	2.18525	2.1725625	2.2875625
441	0.262375	0.2633125	0.237625	0.2408125	0.2660625	0.27575	2.1758125	2.1766875	2.1230625	2.18525	2.173625	2.288625
442	0.2628125	0.2640625	0.237625	0.2408125	0.2668125	0.2773125	2.17625	2.177375	2.1230625	2.18525	2.1744375	2.289875
443	0.26325	0.2655	0.237625	0.2408125	0.267	0.27825	2.177375	2.1778125	2.1230625	2.18525	2.1756875	2.290375
444	0.262	0.2629375	0.237625	0.2408125	0.2645625	0.273	2.17525	2.1756875	2.1230625	2.18525	2.1729375	2.286375
445	0.2626875	0.2641875	0.237625	0.2408125	0.2661875	0.2744375	2.17675	2.1775	2.1230625	2.18525	2.1743125	2.288
446	0.263375	0.265	0.237625	0.2408125	0.2670625	0.27575	2.1775	2.17825	2.1230625	2.18525	2.1748125	2.28925
447	0.2644375	0.26575	0.237625	0.2408125	0.2675	0.27675	2.1781875	2.179	2.1230625	2.18525	2.175375	2.28975
448	0.2629375	0.2645625	0.237625	0.2408125	0.26375	0.26825	2.1745	2.1753125	2.1230625	2.18525	2.1700625	2.28725
449	0.270875	0.272125	0.2425625	0.2463125	0.274875	0.275625	2.249125	2.2503125	2.1973125	2.2600625	2.2470625	2.36425
450	0.2714375	0.272875	0.2425625	0.2463125	0.27625	0.27725	2.2501875	2.251125	2.1973125	2.2600625	2.2495625	2.3643125
451	0.2719375	0.2739375	0.2425625	0.2463125	0.276875	0.278	2.251	2.251875	2.1973125	2.2600625	2.2498125	2.36575
452	0.270125	0.27175	0.2425625	0.2463125	0.274375	0.276125	2.2484375	2.2503125	2.1973125	2.2600625	2.2478125	2.3644375
453	0.2711875	0.2734375	0.2425625	0.2463125	0.276	0.2775625	2.2505625	2.2510625	2.1973125	2.2600625	2.2485625	2.3656875
454	0.27275	0.2735	0.2425625	0.2463125	0.276625	0.2788125	2.251375	2.2515	2.1973125	2.2600625	2.249	2.367375
455	0.27325	0.2751875	0.2425625	0.2463125	0.277375	0.2795625	2.25175	2.252875	2.1973125	2.2600625	2.249375	2.3673125
456	0.2711875	0.2729375	0.2425625	0.2463125	0.2749375	0.277375	2.249625	2.2511875	2.1973125	2.2600625	2.24775	2.364625
457	0.2728125	0.2735625	0.2425625	0.2463125	0.2770625	0.278125	2.2515	2.2523125	2.1973125	2.2600625	2.2494375	2.366125
458	0.2733125	0.2755625	0.2425625	0.2463125	0.2773125	0.280125	2.252625	2.2526875	2.1973125	2.2600625	2.250625	2.3673125
459	0.273875	0.275375	0.2425625	0.2463125	0.2785	0.2801875	2.253	2.2538125	2.1973125	2.2600625	2.251	2.368125
460	0.272125	0.2733125	0.2425625	0.2463125	0.275625	0.2765625	2.250875	2.2516875	2.1973125	2.2600625	2.2485	2.363625
461	0.273625	0.2745	0.2425625	0.2463125	0.2769375	0.2771875	2.252375	2.253125	2.1973125	2.2600625	2.249625	2.365
462	0.273625	0.27625	0.2425625	0.2463125	0.2774375	0.2788125	2.253125	2.2539375	2.1973125	2.2600625	2.2506875	2.3664375
463	0.2745	0.276625	0.2425625	0.2463125	0.2781875	0.278875	2.253875	2.2546875	2.1973125	2.2600625	2.251	2.3670625
464	0.2675625	0.2690625	0.2425625	0.2463125	0.269	0.2725625	2.2508125	2.251	2.1973125	2.2600625	2.246	2.36475
465	0.274125	0.276	0.2528125	0.2549375	0.2785625	0.28775	2.3250625	2.325875	2.27225	2.3350625	2.3230625	2.441375
466	0.2755	0.27675	0.2528125	0.2549375	0.2798125	0.288875	2.3261875	2.326625	2.27225	2.3350625	2.32475	2.4426875
467	0.2761875	0.2771875	0.2528125	0.2549375	0.2800625	0.2900625	2.3265625	2.32775	2.27225	2.3350625	2.3255625	2.4431875
468	0.274	0.2759375	0.2528125	0.2549375	0.2788125	0.2879375	2.324625	2.3255	2.27225	2.3350625	2.323375	2.441625
469	0.27575	0.2769375	0.2528125	0.2549375	0.2796875	0.288875	2.3261875	2.327	2.27225	2.3350625	2.323875	2.4430625
470	0.2758125	0.277375	0.2528125	0.2549375	0.2808125	0.2903125	2.3273125	2.32775	2.27225	2.3350625	2.3248125	2.444375
471	0.2773125	0.2780625	0.2528125	0.2549375	0.282	0.291	2.328	2.3285	2.27225	2.3350625	2.3261875	2.4444375
472	0.274875	0.2771875	0.2528125	0.2549375	0.2794375	0.289125	2.325625	2.3263125	2.27225	2.3350625	2.323	2.443375
473	0.2765625	0.2780625	0.2528125	0.2549375	0.2799375	0.2900625	2.327	2.3278125	2.27225	2.3350625	2.324	2.4443125
474	0.2770625	0.2789375	0.2528125	0.2549375	0.28175	0.2915625	2.32775	2.3285625	2.27225	2.3350625	2.3255625	2.4455
475	0.277375	0.2793125	0.2528125	0.2549375	0.2818125	0.291875	2.3285	2.3293125	2.27225	2.3350625	2.327125	2.4458125
476	0.2763125	0.277	0.2528125	0.2549375	0.2793125	0.288125	2.326375	2.327625	2.27225	2.3350625	2.323625	2.4414375
477	0.2769375	0.2795625	0.2528125	0.2549375	0.2805	0.2886875	2.32825	2.32875	2.27225	2.3350625	2.3246875	2.443
478	0.277625	0.2791875	0.2528125	0.2549375	0.281625	0.29025	2.329	2.3294375	2.27225	2.3350625	2.3263125	2.4445625
479	0.279125	0.2801875	0.2528125	0.2549375	0.2820625	0.29125	2.32975	2.33025	2.27225	2.3350625	2.3273125	2.445125
480	0.277375	0.2784375	0.2528125	0.2549375	0.27825	0.282375	2.326375	2.326875	2.27225	2.3350625	2.3215625	2.4419375
481	0.28575	0.2866875	0.2573125	0.25975	0.29	0.2905	2.4005625	2.4016875	2.3470625	2.4099375	2.3985625	2.519125
482	0.28625	0.287375	0.2573125	0.25975	0.290125	0.2925625	2.4013125	2.402125	2.3470625	2.4099375	2.3999375	2.520625
483	0.2865625	0.288125	0.2573125	0.25975	0.291	0.2928125	2.4020625	2.402875	2.3470625	2.4099375	2.4003125	2.5214375
484	0.285	0.286875	0.2573125	0.25975	0.288875	0.2905	2.4001875	2.4009375	2.3470625	2.4099375	2.398375	2.519
485	0.2868125	0.2871875	0.2573125	0.25975	0.2908125	0.291375	2.4016875	2.4028125	2.3470625	2.4099375	2.399625	2.520375
486	0.2870625	0.288375	0.2573125	0.25975	0.2920625	0.2930625	2.40275	2.4033125	2.3470625	2.4099375	2.400875	2.5216875
487	0.287375	0.2890625	0.2573125	0.25975	0.2915625	0.293875	2.4031875	2.4036875	2.3470625	2.4099375	2.400875	2.5221875
488	0.2851875	0.2873125	0.2573125	0.25975	0.29025	0.2910625	2.400375	2.40225	2.3470625	2.4099375	2.398875	2.5205625
489	0.2871875	0.2884375	0.2573125	0.25975	0.2911875	0.292625	2.4025625	2.403375	2.3470625	2.4099375	2.3999375	2.52125
490	0.2873125	0.288875	0.2573125	0.25975	0.2925	0.2943125	2.4036875	2.4034375	2.3470625	2.4099375	2.40125	2.522625
491	0.288375	0.29025	0.2573125	0.25975	0.292125	0.294625	2.40375	2.40525	2.3470625	2.4099375	2.4020625	2.5236875
492	0.2865625	0.28775	0.2573125	0.25975	0.291	0.29025	2.4019375	2.4030625	2.3470625	2.4099375	2.399375	2.519375
493	0.2881875	0.2891875	0.2573125	0.25975	0.2918125	0.2914375	2.4038125	2.4039375	2.3470625	2.4099375	2.4008125	2.520625
494	0.2881875	0.2900625	0.2573125	0.25975	0.2918125	0.2928125	2.4035	2.4056875	2.3470625	2.4099375	2.402	2.522
495	0.2895625	0.2908125	0.2573125	0.25975	0.293	0.29375	2.405625	2.4054375	2.3470625	2.4099375	2.40275	2.5225
496	0.2820625	0.2838125	0.2573125	0.25975	0.2834375	0.286625	2.4011875	2.4026875	2.3470625	2.4099375	2.396875	2.520375
497	0.289	0.2908125	0.2675	0.269375	0.2936875	0.3026875	2.4778125	2.4753125	2.4216875	2.484375	2.4743125	2.5974375
498	0.289875	0.2915625	0.2675	0.269375	0.2943125	0.3035625	2.47525	2.479375	2.4216875	2.484375	2.475375	2.5981875
499	0.2905	0.292125	0.2675	0.269375	0.2946875	0.30425	2.4793125	2.47675	2.4216875	2.484375	2.47575	2.599125
500	0.2889375	0.290125	0.2675	0.269375	0.2930625	0.3020625	2.475125	2.4763125	2.4216875	2.484375	2.4745625	2.596375
501	0.289875	0.2914375	0.2675	0.269375	0.2950625	0.303625	2.475625	2.47975	2.4216875	2.484375	2.4746875	2.5981875
502	0.2913125	0.291875	0.2675	0.269375	0.295375	0.3050625	2.4796875	2.4771875	2.4216875	2.484375	2.476625	2.5994375
503	0.2915	0.293125	0.2675	0.269375	0.296375	0.3055	2.4770625	2.48125	2.4216875	2.484375	2.4765625	2.6001875
504	0.289625	0.290625	0.2675	0.269375	0.29325	0.302875	2.4783125	2.4758125	2.4216875	2.484375	2.4746875	2.5978125
505	0.2914375	0.292375	0.2675	0.269375	0.2948125	0.3046875	2.4765	2.480625	2.4216875	2.484375	2.4756875	2.598875
506	0.2918125	0.2934375	0.2675	0.269375	0.2955625	0.305375	2.4805625	2.4780625	2.4216875	2.484375	2.4769375	2.6004375
507	0.29225	0.2935	0.2675	0.269375	0.2968125	0.306375	2.478	2.4820625	2.4216875	2.484375	2.4774375	2.601
508	0.290625	0.2923125	0.2675	0.269375	0.2935	0.30225	2.4785	2.4766875	2.4216875	2.484375	2.474625	2.5966875
509	0.29225	0.2935	0.2675	0.269375	0.2953125	0.3034375	2.477375	2.4815	2.4216875	2.484375	2.4760625	2.5980625
510	0.2928125	0.2945625	0.2675	0.269375	0.29675	0.30475	2.478125	2.4815625	2.4216875	2.484375	2.4774375	2.5995625
511	0.2938125	0.29475	0.2675	0.269375	0.296625	0.3056875	2.4821875	2.4796875	2.4216875	2.484375	2.47825	2.6001875
512	0.291875	0.2938125	0.2675	0.269375	0.2933125	0.2963125	2.4755	2.479625	2.4216875	2.484375	2.4725625	2.5976875
513	0.2996875	0.3015625	0.2719375	0.274125	0.3043125	0.3056875	2.552125	2.55225	2.495625	2.55925	2.549375	2.674875
514	0.300625	0.301875	0.2719375	0.274125	0.304625	0.306	2.55225	2.553375	2.495625	2.55925	2.5505	2.6760625
515	0.3010625	0.3024375	0.2719375	0.274125	0.30575	0.3073125	2.5533125	2.554125	2.495625	2.55925	2.5513125	2.6766875
516	0.2995	0.3004375	0.2719375	0.274125	0.3040625	0.3050625	2.5514375	2.551625	2.495625	2.55925	2.549	2.6750625
517	0.3005	0.3026875	0.2719375	0.274125	0.3045	0.306375	2.5519375	2.55375	2.495625	2.55925	2.5503125	2.6758125
518	0.30125	0.3028125	0.2719375	0.274125	0.306125	0.307875	2.554	2.554125	2.495625	2.55925	2.55125	2.6770625
519	0.3016875	0.3035625	0.2719375	0.274125	0.3065625	0.308125	2.5544375	2.5549375	2.495625	2.55925	2.5515625	2.6780625
520	0.3004375	0.301625	0.2719375	0.274125	0.3045625	0.306	2.551625	2.5534375	2.495625	2.55925	2.5496875	2.6756875
521	0.3014375	0.3029375	0.2719375	0.274125	0.305375	0.30725	2.554125	2.5543125	2.495625	2.55925	2.5515625	2.6760625
522	0.3021875	0.3033125	0.2719375	0.274125	0.306875	0.3089375	2.5545625	2.5550625	2.495625	2.55925	2.5521875	2.678
523	0.3029375	0.3041875	0.2719375	0.274125	0.308	0.3098125	2.554625	2.5564375	2.495625	2.55925	2.553	2.6785625
524	0.3013125	0.3025	0.2719375	0.274125	0.304625	0.3048125	2.5528125	2.554	2.495625	2.55925	2.5503125	2.6746875
525	0.3021875	0.3045	0.2719375	0.274125	0.3059375	0.3065	2.5546875	2.5548125	2.495625	2.55925	2.550875	2.6758125
526	0.303	0.3045625	0.2719375	0.274125	0.307375	0.3081875	2.5554375	2.555875	2.495625	2.55925	2.5520625	2.6773125
527	0.3044375	0.3053125	0.2719375	0.274125	0.3073125	0.307875	2.5555	2.5573125	2.495625	2.55925	2.5529375	2.6773125
528	0.2968125	0.2983125	0.2719375	0.274125	0.298125	0.3018125	2.5524375	2.5539375	2.495625	2.55925	2.547125	2.67525
529	0.3034375	0.3053125	0.2811875	0.28375	0.3076875	0.31775	2.62725	2.6274375	2.5703125	2.6345	2.62475	2.75175
530	0.3041875	0.306375	0.2811875	0.28375	0.3088125	0.318	2.628	2.6285	2.5703125	2.6345	2.6259375	2.753875
531	0.30525	0.3071875	0.2811875	0.28375	0.3095	0.3189375	2.6284375	2.6291875	2.5703125	2.6345	2.6270625	2.7541875
532	0.30275	0.3045	0.2811875	0.28375	0.307875	0.3170625	2.626875	2.627375	2.5703125	2.6345	2.6248125	2.7516875
533	0.3049375	0.3059375	0.2811875	0.28375	0.3093125	0.318625	2.6280625	2.6291875	2.5703125	2.6345	2.6260625	2.753
534	0.3048125	0.306625	0.2811875	0.28375	0.31	0.319375	2.62875	2.6299375	2.5703125	2.6345	2.6268125	2.7545625
535	0.3061875	0.3073125	0.2811875	0.28375	0.3108125	0.3199375	2.629875	2.6303125	2.5703125	2.6345	2.627125	2.7556875
536	0.30425	0.3058125	0.2811875	0.28375	0.308125	0.3175625	2.6274375	2.6285625	2.5703125	2.6345	2.625625	2.752875
537	0.30525	0.3070625	0.2811875	0.28375	0.3095625	0.3191875	2.62925	2.62975	2.5703125	2.6345	2.6269375	2.7538125
538	0.306125	0.307375	0.2811875	0.28375	0.3103125	0.3201875	2.63	2.6305	2.5703125	2.6345	2.628375	2.755
539	0.3071875	0.309	0.2811875	0.28375	0.3108125	0.320875	2.6304375	2.63125	2.5703125	2.6345	2.629125	2.7553125
540	0.3051875	0.3065	0.2811875	0.28375	0.308375	0.3165625	2.6283125	2.6294375	2.5703125	2.6345	2.6255	2.75175
541	0.3064375	0.30775	0.2811875	0.28375	0.3098125	0.3184375	2.62975	2.631	2.5703125	2.6345	2.626375	2.7529375
542	0.3069375	0.309125	0.2811875	0.28375	0.3109375	0.318875	2.630875	2.631375	2.5703125	2.6345	2.627625	2.7541875
543	0.3083125	0.3095	0.2811875	0.28375	0.3115	0.3203125	2.6313125	2.6324375	2.5703125	2.6345	2.6280625	2.7548125
544	0.3065	0.3078125	0.2811875	0.28375	0.3069375	0.3116875	2.6279375	2.62875	2.5703125	2.6345	2.6224375	2.7525
545	0.31375	0.315625	0.286125	0.2893125	0.3186875	0.31975	2.7021875	2.7036875	2.64575	2.7086875	2.7003125	2.8293125
546	0.314625	0.316125	0.286125	0.2893125	0.3194375	0.3208125	2.703625	2.704125	2.64575	2.7086875	2.7011875	2.8305625
547	0.3159375	0.3173125	0.286125	0.2893125	0.320125	0.3221875	2.704375	2.7049375	2.64575	2.7086875	2.701625	2.8313125
548	0.314	0.3155625	0.286125	0.2893125	0.3183125	0.3196875	2.7025	2.703	2.64575	2.7086875	2.6999375	2.8291875
549	0.3153125	0.3165625	0.286125	0.2893125	0.3193125	0.32075	2.703625	2.7048125	2.64575	2.7086875	2.7006875	2.8308125
550	0.3160625	0.317625	0.286125	0.2893125	0.3204375	0.3226875	2.7043125	2.7055625	2.64575	2.7086875	2.7024375	2.831875
551	0.3163125	0.318375	0.286125	0.2893125	0.3219375	0.3231875	2.705125	2.706	2.64575	2.7086875	2.7028125	2.8325625
552	0.315	0.3164375	0.286125	0.2893125	0.319125	0.32025	2.702625	2.70425	2.64575	2.7086875	2.7005625	2.830375
553	0.3161875	0.3174375	0.286125	0.2893125	0.3201875	0.3219375	2.7041875	2.705375	2.64575	2.7086875	2.7019375	2.832
554	0.3165625	0.3186875	0.286125	0.2893125	0.3215625	0.3231875	2.704875	2.7065	2.64575	2.7086875	2.702875	2.8330625
555	0.317	0.319	0.286125	0.2893125	0.3215	0.3239375	2.706	2.706875	2.64575	2.7086875	2.703875	2.8336875
556	0.315625	0.317	0.286125	0.2893125	0.319	0.319	2.7041875	2.7045	2.64575	2.7086875	2.7009375	2.8294375
557	0.316625	0.318625	0.286125	0.2893125	0.3199375	0.321	2.705375	2.70625	2.64575	2.7086875	2.7020625	2.8306875
558	0.3171875	0.31875	0.286125	0.2893125	0.3211875	0.3223125	2.7064375	2.707	2.64575	2.7086875	2.70325	2.831625
559	0.3189375	0.3198125	0.286125	0.2893125	0.3221875	0.3228125	2.706875	2.70775	2.64575	2.7086875	2.7039375	2.832625
560	0.31125	0.313125	0.286125	0.2893125	0.312	0.316125	2.7038125	2.704375	2.64575	2.7086875	2.698375	2.8301875
561	0.3179375	0.3194375	0.29625	0.298375	0.3223125	0.331625	2.7778125	2.7789375	2.71975	2.7838125	2.775625	2.9076875
562	0.3190625	0.3205625	0.29625	0.298375	0.323375	0.332875	2.778875	2.77975	2.71975	2.7838125	2.777625	2.9081875
563	0.3194375	0.3213125	0.29625	0.298375	0.3244375	0.332875	2.779625	2.7805	2.71975	2.7838125	2.77725	2.9094375
564	0.317875	0.319125	0.29625	0.298375	0.3221875	0.3320625	2.7776875	2.778625	2.71975	2.7838125	2.775125	2.907625
565	0.3198125	0.320125	0.29625	0.298375	0.3231875	0.3325	2.778875	2.7800625	2.71975	2.7838125	2.7770625	2.9078125
566	0.3199375	0.3208125	0.29625	0.298375	0.3241875	0.3339375	2.7796875	2.780125	2.71975	2.7838125	2.77775	2.9098125
567	0.320375	0.3223125	0.29625	0.298375	0.325	0.334125	2.7808125	2.7815625	2.71975	2.7838125	2.778875	2.9105625
568	0.31875	0.3196875	0.29625	0.298375	0.3233125	0.3324375	2.7786875	2.7795	2.71975	2.7838125	2.7760625	2.9081875
569	0.319875	0.3214375	0.29625	0.298375	0.323375	0.3336875	2.7801875	2.781	2.71975	2.7838125	2.777375	2.9093125
570	0.32025	0.3224375	0.29625	0.298375	0.325125	0.3349375	2.7805625	2.7810625	2.71975	2.7838125	2.7783125	2.91025
571	0.3213125	0.323125	0.29625	0.298375	0.325375	0.3356875	2.7816875	2.7825	2.71975	2.7838125	2.779125	2.9114375
572	0.3198125	0.3205625	0.29625	0.298375	0.3229375	0.330875	2.7795	2.780375	2.71975	2.7838125	2.7761875	2.9073125
573	0.320625	0.322	0.29625	0.298375	0.324125	0.3328125	2.7810625	2.781875	2.71975	2.7838125	2.7770625	2.9084375
574	0.321625	0.3231875	0.29625	0.298375	0.325	0.333375	2.78175	2.7825625	2.71975	2.7838125	2.7793125	2.9091875
575	0.322125	0.324	0.29625	0.298375	0.325625	0.3348125	2.7821875	2.783	2.71975	2.7838125	2.77925	2.91
576	0.320625	0.32275	0.29625	0.298375	0.3218125	0.3255	2.779125	2.7795625	2.71975	2.7838125	2.774125	2.9083125
577	0.32825	0.3306875	0.30075	0.3035625	0.3331875	0.334	2.853125	2.8545625	2.7936875	2.859	2.8513125	2.9844375
578	0.3295	0.3305625	0.30075	0.3035625	0.3345625	0.335625	2.8541875	2.8556875	2.7936875	2.859	2.8525	2.9861875
579	0.3306875	0.331375	0.30075	0.3035625	0.3348125	0.3360625	2.855625	2.85575	2.7936875	2.859	2.852875	2.9871875
580	0.3284375	0.3299375	0.30075	0.3035625	0.3325	0.3338125	2.85275	2.8545625	2.7936875	2.859	2.8506875	2.9844375
581	0.3300625	0.33075	0.30075	0.3035625	0.3344375	0.335125	2.85525	2.8554375	2.7936875	2.859	2.852625	2.986125
582	0.330625	0.3319375	0.30075	0.3035625	0.3353125	0.3366875	2.855	2.8568125	2.7936875	2.859	2.85325	2.9874375
583	0.3313125	0.33225	0.30075	0.3035625	0.336125	0.337625	2.8560625	2.8565625	2.7936875	2.859	2.8540625	2.98825
584	0.3290625	0.3309375	0.30075	0.3035625	0.3335625	0.33475	2.8543125	2.85475	2.7936875	2.859	2.8516875	2.9855625
585	0.3306875	0.332625	0.30075	0.3035625	0.3340625	0.3359375	2.8558125	2.8559375	2.7936875	2.859	2.8530625	2.987
586	0.331125	0.3330625	0.30075	0.3035625	0.3358125	0.3370625	2.85625	2.8576875	2.7936875	2.859	2.85425	2.9885
587	0.33225	0.33325	0.30075	0.3035625	0.3361875	0.3385	2.85725	2.857375	2.7936875	2.859	2.8546875	2.9889375
588	0.3303125	0.3315	0.30075	0.3035625	0.3331875	0.33375	2.8555	2.8556875	2.7936875	2.859	2.8521875	2.98475
589	0.331375	0.33275	0.30075	0.3035625	0.33475	0.334875	2.8566875	2.85675	2.7936875	2.859	2.8533125	2.9860625
590	0.332	0.333375	0.30075	0.3035625	0.3355625	0.336625	2.85775	2.857875	2.7936875	2.859	2.854	2.9873125
591	0.3324375	0.3341875	0.30075	0.3035625	0.3361875	0.3375	2.8585	2.8583125	2.7936875	2.859	2.854625	2.9878125
592	0.3260625	0.3279375	0.30075	0.3035625	0.32675	0.3304375	2.8540625	2.8559375	2.7936875	2.859	2.849375	2.9856875
593	0.3324375	0.334	0.310375	0.3128125	0.33675	0.3460625	2.9289375	2.9298125	2.868625	2.9333125	2.927	3.0628125
594	0.3335	0.3350625	0.310375	0.3128125	0.337875	0.347125	2.930125	2.9305625	2.868625	2.9333125	2.9284375	3.0635
595	0.3339375	0.335375	0.310375	0.3128125	0.338375	0.34775	2.9305	2.9313125	2.868625	2.9333125	2.9289375	3.0641875
596	0.332125	0.334	0.310375	0.3128125	0.33625	0.345625	2.929	2.9294375	2.868625	2.9333125	2.92675	3.062625
597	0.3336875	0.33525	0.310375	0.3128125	0.338125	0.3473125	2.9300625	2.930875	2.868625	2.9333125	2.9281875	3.0636875
598	0.334125	0.335375	0.310375	0.3128125	0.3389375	0.3483125	2.930875	2.931625	2.868625	2.9333125	2.9285	3.0655
599	0.33575	0.3365	0.310375	0.3128125	0.3396875	0.349	2.9315625	2.93275	2.868625	2.9333125	2.9298125	3.0651875
600	0.333125	0.3345	0.310375	0.3128125	0.3374375	0.346875	2.9298125	2.9303125	2.868625	2.9333125	2.927625	3.063
601	0.3349375	0.3354375	0.310375	0.3128125	0.338375	0.3481875	2.93125	2.9318125	2.868625	2.9333125	2.9286875	3.064375
602	0.3358125	0.3363125	0.310375	0.3128125	0.33975	0.3491875	2.9316875	2.9328125	2.868625	2.9333125	2.9293125	3.0661875
603	0.3359375	0.337375	0.310375	0.3128125	0.3405625	0.349875	2.9325	2.933625	2.868625	2.9333125	2.9308125	3.066125
604	0.334125	0.3355	0.310375	0.3128125	0.3376875	0.3455	2.930375	2.9315625	2.868625	2.9333125	2.927625	3.0625
605	0.3354375	0.3365	0.310375	0.3128125	0.3388125	0.347	2.9318125	2.932625	2.868625	2.9333125	2.928875	3.0634375
606	0.3368125	0.337125	0.310375	0.3128125	0.34	0.347875	2.932625	2.9334375	2.868625	2.9333125	2.929875	3.0655625
607	0.336875	0.3383125	0.310375	0.3128125	0.340625	0.3489375	2.9333125	2.934125	2.868625	2.9333125	2.9308125	3.06525
608	0.3351875	0.33675	0.310375	0.3128125	0.336125	0.340375	2.9299375	2.9308125	2.868625	2.9333125	2.925375	3.0633125
609	0.3436875	0.3443125	0.3151875	0.3176875	0.347375	0.3486875	3.0045625	3.005375	2.9430625	3.0081875	3.002625	3.139625
610	0.3438125	0.3460625	0.3151875	0.3176875	0.3490625	0.349625	3.0053125	3.006125	2.9430625	3.0081875	3.0036875	3.1415
611	0.345	0.3463125	0.3151875	0.3176875	0.35	0.3505625	3.0064375	3.006875	2.9430625	3.0081875	3.0040625	3.142
612	0.342625	0.3446875	0.3151875	0.3176875	0.346875	0.3491875	3.0041875	3.0050625	2.9430625	3.0081875	3.0020625	3.1399375
613	0.3441875	0.34525	0.3151875	0.3176875	0.348125	0.3500625	3.0056875	3.0065	2.9430625	3.0081875	3.0035625	3.1415625
614	0.345	0.3466875	0.3151875	0.3176875	0.349375	0.35175	3.006375	3.00725	2.9430625	3.0081875	3.0045625	3.142875
615	0.3458125	0.3475	0.3151875	0.3176875	0.3500625	0.3516875	3.0071875	3.008	2.9430625	3.0081875	3.0050625	3.1435625
616	0.3441875	0.345125	0.3151875	0.3176875	0.3478125	0.349625	3.0050625	3.0059375	2.9430625	3.0081875	3.003	3.1415
617	0.345125	0.3469375	0.3151875	0.3176875	0.34925	0.350625	3.006875	3.007375	2.9430625	3.0081875	3.003875	3.1421875
618	0.3460625	0.3471875	0.3151875	0.3176875	0.3509375	0.3516875	3.0073125	3.008125	2.9430625	3.0081875	3.00525	3.1434375
619	0.346125	0.3485	0.3151875	0.3176875	0.35075	0.3536875	3.0080625	3.008875	2.9430625	3.0081875	3.0058125	3.1444375
620	0.344875	0.3456875	0.3151875	0.3176875	0.3483125	0.3479375	3.005875	3.0068125	2.9430625	3.0081875	3.003125	3.140125
621	0.345875	0.34725	0.3151875	0.3176875	0.3489375	0.3499375	3.0074375	3.0081875	2.9430625	3.0081875	3.0041875	3.1413125
622	0.3465	0.3483125	0.3151875	0.3176875	0.3515	0.3510625	3.0081875	3.009	2.9430625	3.0081875	3.0054375	3.1428125
623	0.34775	0.3485	0.3151875	0.3176875	0.350375	0.35225	3.00925	3.00975	2.9430625	3.0081875	3.0061875	3.1434375
624	0.339875	0.34225	0.3151875	0.3176875	0.3409375	0.345	3.0055625	3.006375	2.9430625	3.0081875	3.000625	3.141
625	0.346625	0.3496875	0.3246875	0.327125	0.351875	0.36	3.0796875	3.0811875	3.0173125	3.0833125	3.078125	3.217375
626	0.3478125	0.34925	0.3246875	0.327125	0.352625	0.3613125	3.0810625	3.08125	3.0173125	3.0833125	3.079125	3.2195625
627	0.3484375	0.3506875	0.3246875	0.327125	0.353125	0.36225	3.0811875	3.0826875	3.0173125	3.0833125	3.0798125	3.22
628	0.34625	0.3488125	0.3246875	0.327125	0.3515	0.359875	3.07925	3.080875	3.0173125	3.0833125	3.078	3.2180625
629	0.3481875	0.34975	0.3246875	0.327125	0.3529375	0.362125	3.0815	3.081625	3.0173125	3.0833125	3.0790625	3.2195625
630	0.349125	0.3501875	0.3246875	0.327125	0.353125	0.3635	3.0815625	3.082375	3.0173125	3.0833125	3.080125	3.221
631	0.3495625	0.350625	0.3246875	0.327125	0.3538125	0.3641875	3.083	3.083125	3.0173125	3.0833125	3.0811875	3.2218125
632	0.3470625	0.3493125	0.3246875	0.327125	0.3520625	0.360625	3.080875	3.0810625	3.0173125	3.0833125	3.0786875	3.218875
633	0.3486875	0.35075	0.3246875	0.327125	0.3534375	0.3620625	3.082375	3.0825625	3.0173125	3.0833125	3.08	3.2205
634	0.3501875	0.3510625	0.3246875	0.327125	0.353875	0.3646875	3.08275	3.0831875	3.0173125	3.0833125	3.080625	3.2216875
635	0.35025	0.353	0.3246875	0.327125	0.3545	0.3644375	3.0831875	3.0846875	3.0173125	3.0833125	3.081875	3.2214375
636	0.3481875	0.3496875	0.3246875	0.327125	0.35225	0.3603125	3.081	3.0819375	3.0173125	3.0833125	3.0785625	3.217
637	0.35	0.350875	0.3246875	0.327125	0.3526875	0.3614375	3.0825	3.0840625	3.0173125	3.0833125	3.0795	3.2185
638	0.3506875	0.3523125	0.3246875	0.327125	0.354625	0.36275	3.084	3.084125	3.0173125	3.0833125	3.0808125	3.22
