streams	avg_stream_time_s	lower	upper
20	0.01825441666666663	0.00018002666666666958	0.0006300933333333279
25	0.02280008999999995	0.0006751000000000014	0.001485219999999992
30	0.027165736666666603	0.0007201066666666679	0.0009001333333333271
35	0.0373822499999999	0.0017552599999999946	0.0014852199999999954
40	0.04282805666666655	0.003150466666666657	0.0025203733333333256
45	0.04750874999999987	0.0010801599999999967	0.0018902799999999942
50	0.05466480999999984	0.002025299999999987	0.0014852200000000024
55	0.0587604166666665	0.0018002666666666611	0.0027904133333333248
60	0.08126374999999977	0.0018902799999999942	0.0013501999999999958
65	0.08724963666666642	0.00220532666666666	0.002655393333333325
70	0.09438319333333307	0.0016427433333333352	0.0009226366666666569
75	0.10039158333333305	0.0018452733333333277	0.002475366666666659
80	0.10862780333333301	0.0022503333333333125	0.0015302266666666758
85	0.1379721500000009	0.002970440000000296	0.0018902800000001885
90	0.14571329666666835	0.005850866666667259	0.0019802933333335215
95	0.15376949000000248	0.001485220000000148	0.002565380000000256
100	0.16173567000000327	0.003240480000000323	0.0027004000000002693
105	0.1692067766666707	0.004770706666667152	0.0027904133333336023
110	0.20764247000000788	0.002160320000000243	0.0035105200000003223
115	0.2176789566666755	0.0035555266666670027	0.004545673333333805
120	0.22699533666667646	0.0023403466666669093	0.0027904133333336023
125	0.23604167666667733	0.002475366666666895	0.0023853533333335897
130	0.24657323666667838	0.0043656466666670835	0.001575233333333509
135	0.2901396900000079	0.004185619999999557	0.004455659999999528
140	0.3015263766666733	0.004500666666666153	0.0033304933333330178
145	0.31403823000000536	0.0029704399999996856	0.0048607199999994855
150	0.32362465000000434	0.005265779999999443	0.0031054599999996713
155	0.33393117666666994	0.00477070666666618	0.0022503333333330766
160	0.3893343833333307	0.004005593333332891	0.0027454066666663945
165	0.40171121666666276	0.005850866666666066	0.005490813333332734
170	0.41408804999999477	0.0039155799999995855	0.0028354199999997
175	0.4227293299999939	0.0022953399999998125	0.0028354199999996443
180	0.43798658999999224	0.002700399999999714	0.0016202399999998285
185	0.49928566999998575	0.005400799999999428	0.005130759999999512
190	0.5120675633333177	0.004140613333332821	0.003960586666666321
195	0.5255695633333163	0.004680693333332764	0.004770706666666236
200	0.5391999033333149	0.0030887933333330064	0.005282446666666107
205	0.55450216999998	0.004178939999999631	0.0052374399999993715
210	0.6251518066666392	0.00316797666666635	0.0034480033333329496
215	0.6392438866666376	0.0041631166666661334	0.004883223333332909
220	0.6523299966666363	0.0018219266666664735	0.003138793333333001
225	0.6694100266666344	0.0016544166666664362	0.001991123333333178
230	0.6836879699999662	0.0009451399999997889	0.000945140000000011
235	0.7639181899999578	0.004854039999999449	0.008207879999999168
240	0.7765934033332899	0.005682513333332806	0.005119086666666051
245	0.7954736999999544	0.001844429999999786	0.0022061699999997852
250	0.8136788966666191	0.004152286666666116	0.00475903333333294
255	0.8267474966666178	0.008849646666665767	0.0033021533333329467
260	0.9144488233332752	0.004162273333332855	0.0020136266666664904
265	0.9318997366666069	0.0043656466666663896	0.00414061333333271
270	0.9462343599999384	0.00249786999999968	0.002092809999999834
275	0.9667857399999362	0.003876409999999497	0.003954749999999674
280	0.9838599333332678	0.0059633833333326836	0.0041631166666662445
285	1.0774629699999883	0.001676920000001303	0.0026437200000017924
290	1.0992687000000039	0.004849890000003576	0.0033863300000023244
295	1.114615973333348	0.005039903333336815	0.006841856666671697
300	1.1314367933333602	0.0059633833333376796	0.004028096666669478
305	1.1542835133333766	0.0031563033333357193	0.005349956666670375
310	1.257432956666784	0.005040746666670426	0.006030893333337506
