streams	avg_stream_time_s	lower	upper
20	0.05550574416666662	0.0025041491666666638	0.0020773508333333246
25	0.07101560833333329	0.003189353333333339	0.0026725416666666807
30	0.08343623666666668	0.0043564666666666835	0.003996413333333337
35	0.1316249558333335	0.004504650833333346	0.007219139166666694
40	0.14583268666666688	0.009144321666666705	0.008715993333333366
45	0.16098479250000025	0.005020697500000004	0.0054272875000000165
50	0.18880353333333366	0.008376913333333347	0.0059076666666667
55	0.20834853833333375	0.008646188333333388	0.004018151666666664
60	0.2960929525000007	0.007852292500000024	0.009332922500000063
65	0.3175221175000007	0.017757902500000033	0.012031027500000069
70	0.3429965275000008	0.0051603075000000165	0.006838112500000049
75	0.3709106366666676	0.0161454716666668	0.017270638333333366
80	0.397577882500001	0.005695032499999975	0.008724567500000058
85	0.5268520058333347	0.004373455833333262	0.0032528791666667223
90	0.5555748641666682	0.012749604166666706	0.019930780833333328
95	0.5949627725000016	0.006970072500000035	0.006099327500000085
100	0.6229468458333351	0.014751635833333498	0.012606934166666695
105	0.6615612258333351	0.013198905833333274	0.01442970416666689
110	0.8252812575000025	0.013107362500000108	0.02222197749999999
115	0.8645396600000025	0.02009043999999993	0.016780155000000074
120	0.901390970833336	0.01932625083333339	0.019355639166666716
125	0.9427492275000028	0.015665857500000047	0.032188212500000035
130	0.9809926850000027	0.00821556499999987	0.007545055000000134
135	1.1927096158333181	0.01044553083333244	0.016130459166665112
140	1.221450387499982	0.013629847499998737	0.01432942749999877
145	1.2843539916666427	0.024512121666664166	0.014118323333332183
150	1.3247361899999723	0.027697649999997465	0.02776898499999736
155	1.3614835583333023	0.01788970333333162	0.0168811966666651
160	1.6104864074999472	0.0067206875000001	0.008327157499999682
165	1.6637692949999436	0.013076284999999244	0.01092055499999911
170	1.7071430658332727	0.01812178083333227	0.02784659916666432
175	1.7685343566666012	0.02283125666666508	0.02854710333333199
180	1.8024672783332647	0.01019509333333235	0.009001651666665555
185	2.0981624391665927	0.017587374166668113	0.026537580833335905
190	2.140380730833263	0.025541760833336813	0.02257775916666871
195	2.2194663983332723	0.013849813333335348	0.026004991666670474
200	2.272120116666611	0.02040931166666926	0.0345447833333381
205	2.3284729558332846	0.022701750833336032	0.024072159166669493
210	2.6642173549999875	0.016636720000001937	0.016495580000002175
215	2.7244504249999935	0.030267620000002715	0.02177666000000178
220	2.802410160833334	0.023768140833336115	0.027978559166669026
225	2.837146923333337	0.02173624333333457	0.03234710666666851
230	2.914512233333344	0.024266433333336668	0.02000272166666761
235	3.2638041166667087	0.03422514666666876	0.030036148333334456
240	3.3374476433333817	0.02733421833333516	0.01609632166666719
245	3.4149945100000547	0.011328675000000565	0.03254919000000278
250	3.4749327416667275	0.023174926666667872	0.03212360333333475
255	3.566843938333402	0.023219168333334927	0.02646455666666858
260	3.9484485033334367	0.03560887833333615	0.022986166666667085
265	4.030733469166776	0.027577324166668582	0.02275855083333589
270	4.112074219166783	0.01731656916666857	0.021826415833335666
275	4.179894737500123	0.050029977500002154	0.04310723750000278
280	4.2634611816667976	0.022901061666668276	0.031666333333333796
285	4.710386546666837	0.02357845666666769	0.03210677333333578
290	4.784723851666843	0.03593049166666873	0.01986126333333349
295	4.86802162666685	0.02129000166666728	0.04250560833333594
300	4.912350831666859	0.03262097166666855	0.04707945833333582
305	4.993713479166867	0.03094899916666982	0.027864640833333176
310	5.465808630000243	0.016465555000000798	0.025875645000001946
315	5.554610988333582	0.04514079333333498	0.019283061666667045
320	5.629506923333591	0.04573614333333609	0.03474686666667015
325	5.742020622500267	0.044415937500001945	0.04547161750000317
330	5.81979650666694	0.019033676666665222	0.01174629333333499
335	6.345847190833655	0.04696385083333432	0.05251834916666631
340	6.4283412841669945	0.062002069166668505	0.061035190833336195
345	6.542848759167005	0.041356249166669024	0.021717405833332926
350	6.621337100000345	0.03453758000000118	0.03276396000000226
355	6.749928442500354	0.027561387500000478	0.04240287750000071
360	7.284178180000404	0.051016140000000654	0.0449280000000023
365	7.352645652500411	0.04421034750000086	0.02796568250000231
370	7.47283008750042	0.04726895249999963	0.03801319750000243
375	7.610710270000432	0.044106405000002624	0.04937983500000165
380	7.661774091667106	0.023113536666667933	0.01753761833333556
385	8.27890870416716	0.011346429166666283	0.008022055833333042
390	8.377577051667169	0.03308818666666724	0.034874683333336876
395	8.501258236667178	0.02820910666666876	0.01993795333333459
400	8.53037933166719	0.033251511666668065	0.033369383333331726
405	8.656770574167199	0.04319202416666634	0.05318471583333384
410	9.259529540833922	0.03832180583333411	0.045321744166667344
415	9.393223050833933	0.03613547583333521	0.026095929166668697
420	9.508045413333942	0.023802853333332763	0.02476208166666538
425	9.637594931667287	0.042009451666668696	0.041843513333335025
430	9.758265578333964	0.055591648333331634	0.06167092666666818
435	10.406193833334022	0.04676543333333072	0.027765606666667608
440	10.523288904167366	0.06524254916666727	0.062315585833337295
445	10.652869181667379	0.05473346166666637	0.0367448833333377
450	10.753228498334055	0.03849325833333417	0.02627503166666756
455	10.888103497500738	0.04625094750000791	0.03550595750003005
460	11.587447022500847	0.04988807250003191	0.04655847250004541
465	11.719782205000875	0.054262740000041276	0.0450155900000091
470	11.841859117500873	0.031203102500020563	0.03644746250001596
475	11.983901651667582	0.04239825666671315	0.02898964833336315
480	12.106100676667614	0.042514341666679556	0.05547441333336778
485	12.856755370001082	0.04541281000003394	0.06785156500003531
490	12.970586086667756	0.06285015166670682	0.04802153833334799
495	13.085928351667766	0.05304437166669018	0.06857288333337763
500	13.159166880001068	0.049355355000018974	0.04697644000001233
